bucket,vertex,k,communities,answer_edges,indexed_ms,indexfree_ms,speedup
p90_100,20528,5,0,0,0.000125,0.000166,1.33
p90_100,15259,5,0,0,0.000166,0.000167,1.01
p90_100,19997,5,0,0,0.000250,0.000125,0.50
p90_100,17017,5,0,0,0.000209,0.000416,1.99
p90_100,15962,5,0,0,0.000125,0.000208,1.66
p90_100,25975,5,0,0,0.000167,0.000375,2.25
p90_100,22435,5,0,0,0.000291,0.000167,0.57
p90_100,18946,5,0,0,0.000208,0.000125,0.60
p90_100,25852,5,0,0,0.000167,0.000250,1.50
p90_100,24214,5,0,0,0.000334,0.000166,0.50
p90_100,23135,5,0,0,0.000166,0.000167,1.01
p90_100,24129,5,0,0,0.000166,0.000250,1.51
p90_100,22149,5,0,0,0.000375,0.000291,0.78
p90_100,19495,5,0,0,0.000166,0.000334,2.01
p90_100,21554,5,0,0,0.000167,0.000250,1.50
p90_100,22378,5,0,0,0.000291,0.000250,0.86
p90_100,19596,5,0,0,0.000250,0.000125,0.50
p90_100,19234,5,0,0,0.000166,0.000125,0.75
p90_100,23419,5,0,0,0.000167,0.000125,0.75
p90_100,15374,5,0,0,0.000209,0.000166,0.79
p90_100,16014,5,0,0,0.000167,0.000167,1.00
p90_100,17986,5,0,0,0.000167,0.000167,1.00
